,id,name,BruDataSci_member,interests,connectedness,activity_L2,connectedness_L2,interests_members_L2,activity,interests_L2
125,70779132,mbarak,False,0.0,41.0,0.0,0.00012654451121,0.000219830461887,0.0,0.0
126,134103082,Philippe Van Impe,True,0.266666666667,1430.0,0.128121010719,0.0303237691333,0.0355515323841,943.0,0.0529999791738
127,111968512,David Desmet,False,0.0,33.0,0.0,0.000755486587654,0.00397291305987,0.0,0.0
128,65634562,Anthony Bosschem,False,0.047619047619,113.0,0.0,0.00172538161824,0.00890629454356,0.0,0.00238544901213
129,21922051,Francisco,False,0.0,22.0,0.0,9.3635139192e-05,0.00742999616482,0.0,0.0
130,8776406,Werner,False,0.0,22.0,0.0,9.3635139192e-05,0.0,0.0,0.0
131,32768262,Bellame,False,0.0,22.0,0.0,9.3635139192e-05,0.000521918495701,0.0,0.0
132,11239688,Francisco,False,0.0,28.0,0.000956525866877,0.00101563206715,0.0,4.0,0.0
133,13304073,Nancy,False,0.0,20.0,0.0,0.000176080234843,0.0,0.0,0.0
134,137068812,gab974,False,0.0,4.0,0.0,0.000404579213905,0.0,0.0,0.0
135,134911362,Koray Snoray,False,0.0,36.0,0.0,0.0014290094239,0.00297817662234,0.0,0.0
136,11469070,Mathew,False,0.0,12.0,0.0,0.000180673105983,0.00724716535476,0.0,0.0
137,10944784,Isabelle,False,0.0,153.0,0.000434755487241,0.000693758716901,0.0,10.0,0.0
138,168045272,Jesús Aparicio,False,0.0,52.0,0.00371065189255,0.00144281220076,0.00376620281447,9.0,0.0
139,115605782,Pau,False,0.0,52.0,0.00136329286571,0.000736567505659,0.00324409350884,3.0,0.0
140,47481112,Rik Van Bruggen,True,0.206896551724,755.0,0.0486287264981,0.0421075796861,0.0318523298295,277.0,0.0313084020137
141,128472452,David Verberckmoes,False,0.0,29.0,0.00032684830458,0.00076819469046,0.00399376680307,2.0,0.0
142,129958172,Julia,False,0.0,132.0,0.00260786161466,0.000792233028414,0.00157714522101,20.0,0.0
143,77802202,Mira,False,0.0,20.0,0.0,0.000176080234843,0.00116395915529,0.0,0.0
144,155713822,ann,False,0.0,9.0,0.0,0.000111314113199,0.0008407072098,0.0,0.0
145,28524592,Tim Van den Bulcke,True,0.025641025641,986.0,0.0272105788804,0.0301856287179,0.0126848565113,182.0,0.00137723962929
146,182157602,Jürgen Dooms,False,0.0,12.0,0.0,0.00102385825771,0.003534997782,0.0,0.0
147,131891492,Aurélie,False,0.0,64.0,0.000213503438445,0.000368018653701,0.00184051322093,3.0,0.0
148,12058917,Doug Semple,False,0.0,107.0,0.0,0.000839748316755,0.00164823278252,0.0,0.0
149,60358952,Ponch,False,0.0,18.0,0.0,0.000107903579919,0.00164748396637,0.0,0.0
150,30933292,Muriel Bernard,False,0.0,45.0,0.00090880521516,0.00118210800454,0.0,4.0,0.0
151,11370797,Santi,False,0.0,121.0,0.000364168568554,0.000608186747015,0.000445252784289,1.0,0.0
152,150733102,Sebastian,False,0.0,3.0,0.0,0.00020081814404,0.000491670581334,0.0,0.0
153,121274672,Fred,False,0.0,65.0,0.000227966776072,0.000226569513092,0.000573842292694,3.0,0.0
154,35067272,Andrea Weber,False,0.0,42.0,0.0,0.000723827029195,0.0,0.0,0.0
155,156696882,Maud Le Cozannet,False,0.0,10.0,0.0,0.000122915764596,0.00035736183863,0.0,0.0
156,51015322,Marie-France,False,0.0,40.0,0.0,0.000181572049769,0.000667248754583,0.0,0.0
157,45301812,Stephanie,False,0.0,53.0,0.0,0.000209028441672,0.00121947962888,0.0,0.0
158,171901242,riccardo tesla,False,0.030303030303,17.0,0.0,0.000305646180399,0.00213252469483,0.0,0.016587303086
159,30632672,Veronique,False,0.0,108.0,0.0,0.00131416621563,0.00255527987576,0.0,0.0
160,90767682,Nicholas,False,0.0,3.0,0.0,0.000728498609294,0.00265900383938,0.0,0.0
161,76251462,Andy Verbunt,False,0.05,66.0,0.0,0.00225662152433,0.00747145640966,0.0,0.00253015075898
