cluster_id,link_score,meetup_id,twitter_id,source_1,source_2
23.0,0.8169248700141907,14312800.0,27843808.0,data/meetup_members.json,data/twitter_followers.json
24.0,0.7991111278533936,3982252.0,1355436800.0,data/meetup_members.json,data/twitter_followers.json
25.0,0.7968736290931702,12344299.0,10282962.0,data/meetup_members.json,data/twitter_followers.json
26.0,0.7922082543373108,66971512.0,17427688.0,data/meetup_members.json,data/twitter_followers.json
27.0,0.7792860865592957,75331052.0,371901346.0,data/meetup_members.json,data/twitter_followers.json
28.0,0.7771098017692566,81353542.0,240723622.0,data/meetup_members.json,data/twitter_followers.json
29.0,0.7594228386878967,13583774.0,23438678.0,data/meetup_members.json,data/twitter_followers.json
30.0,0.7577526569366455,47818912.0,14847675.0,data/meetup_members.json,data/twitter_followers.json
31.0,0.745887279510498,181427022.0,119536337.0,data/meetup_members.json,data/twitter_followers.json
32.0,0.7389400601387024,177685822.0,150347590.0,data/meetup_members.json,data/twitter_followers.json
33.0,0.7352206707000732,148746972.0,53134290.0,data/meetup_members.json,data/twitter_followers.json
34.0,0.7244825959205627,12011183.0,42866326.0,data/meetup_members.json,data/twitter_followers.json
35.0,0.7187537550926208,12066555.0,16234978.0,data/meetup_members.json,data/twitter_followers.json
36.0,0.7183104753494263,42785002.0,21317900.0,data/meetup_members.json,data/twitter_followers.json
37.0,0.7167786359786987,176109532.0,107096165.0,data/meetup_members.json,data/twitter_followers.json
38.0,0.7146969437599182,169086172.0,299013230.0,data/meetup_members.json,data/twitter_followers.json
39.0,0.7128221392631531,64009222.0,164301991.0,data/meetup_members.json,data/twitter_followers.json
40.0,0.7096803784370422,67915672.0,510515624.0,data/meetup_members.json,data/twitter_followers.json
41.0,0.7000192999839783,157841602.0,2778048085.0,data/meetup_members.json,data/twitter_followers.json
42.0,0.6952954530715942,124512452.0,234897602.0,data/meetup_members.json,data/twitter_followers.json
43.0,0.6937074661254883,101906462.0,39259801.0,data/meetup_members.json,data/twitter_followers.json
44.0,0.6933902502059937,128966942.0,16882267.0,data/meetup_members.json,data/twitter_followers.json
45.0,0.6911091208457947,57293552.0,115080251.0,data/meetup_members.json,data/twitter_followers.json
46.0,0.6865054368972778,60882242.0,117735211.0,data/meetup_members.json,data/twitter_followers.json
47.0,0.6852661371231079,89353212.0,286589721.0,data/meetup_members.json,data/twitter_followers.json
48.0,0.6803826689720154,8772712.0,22246227.0,data/meetup_members.json,data/twitter_followers.json
49.0,0.6759869456291199,144444742.0,631946527.0,data/meetup_members.json,data/twitter_followers.json
50.0,0.6675388813018799,31886602.0,357548180.0,data/meetup_members.json,data/twitter_followers.json
51.0,0.664038360118866,174488662.0,222089293.0,data/meetup_members.json,data/twitter_followers.json
52.0,0.6625912189483643,78668262.0,1418883787.0,data/meetup_members.json,data/twitter_followers.json
53.0,0.6625912189483643,127118902.0,93954108.0,data/meetup_members.json,data/twitter_followers.json
54.0,0.6625912189483643,179085522.0,245369934.0,data/meetup_members.json,data/twitter_followers.json
55.0,0.6625912189483643,129062822.0,170774577.0,data/meetup_members.json,data/twitter_followers.json
56.0,0.6625912189483643,36264742.0,634191743.0,data/meetup_members.json,data/twitter_followers.json
57.0,0.6625912189483643,28524592.0,378714360.0,data/meetup_members.json,data/twitter_followers.json
58.0,0.6625912189483643,85778192.0,1053395281.0,data/meetup_members.json,data/twitter_followers.json
59.0,0.6625912189483643,122611142.0,1425389930.0,data/meetup_members.json,data/twitter_followers.json
60.0,0.6518995761871338,104685422.0,133727189.0,data/meetup_members.json,data/twitter_followers.json
61.0,0.6467920541763306,51372272.0,143050733.0,data/meetup_members.json,data/twitter_followers.json
62.0,0.6402008533477783,4840688.0,17275384.0,data/meetup_members.json,data/twitter_followers.json
63.0,0.6371544003486633,53521902.0,625398773.0,data/meetup_members.json,data/twitter_followers.json
64.0,0.6305537223815918,125583122.0,16272718.0,data/meetup_members.json,data/twitter_followers.json
65.0,0.6253975629806519,79192092.0,97508662.0,data/meetup_members.json,data/twitter_followers.json
66.0,0.6179794669151306,158435822.0,828982261.0,data/meetup_members.json,data/twitter_followers.json
67.0,0.6119258999824524,94881322.0,2822509690.0,data/meetup_members.json,data/twitter_followers.json
68.0,0.6108924746513367,151198542.0,211802710.0,data/meetup_members.json,data/twitter_followers.json
69.0,0.6091656684875488,156328722.0,51698563.0,data/meetup_members.json,data/twitter_followers.json
70.0,0.6063011884689331,139190342.0,348382670.0,data/meetup_members.json,data/twitter_followers.json
71.0,0.6024095416069031,79835232.0,30441273.0,data/meetup_members.json,data/twitter_followers.json
72.0,0.6024095416069031,145475182.0,162335516.0,data/meetup_members.json,data/twitter_followers.json
73.0,0.595513641834259,69374042.0,395947679.0,data/meetup_members.json,data/twitter_followers.json
74.0,0.5923526883125305,96706892.0,19536668.0,data/meetup_members.json,data/twitter_followers.json
75.0,0.5832650661468506,178076222.0,4926751.0,data/meetup_members.json,data/twitter_followers.json
76.0,0.5819436311721802,71297022.0,1464228344.0,data/meetup_members.json,data/twitter_followers.json
77.0,0.5798376798629761,110622992.0,144150889.0,data/meetup_members.json,data/twitter_followers.json
78.0,0.5680875182151794,2136407.0,1574929616.0,data/meetup_members.json,data/twitter_followers.json
79.0,0.5680875182151794,147878022.0,2542067606.0,data/meetup_members.json,data/twitter_followers.json
80.0,0.5594417452812195,136319232.0,14732592.0,data/meetup_members.json,data/twitter_followers.json
81.0,0.5582274794578552,180858952.0,2164371684.0,data/meetup_members.json,data/twitter_followers.json
82.0,0.5560969710350037,74650812.0,116215710.0,data/meetup_members.json,data/twitter_followers.json
83.0,0.5506559014320374,128252862.0,370013725.0,data/meetup_members.json,data/twitter_followers.json
84.0,0.5487917065620422,151346732.0,117185362.0,data/meetup_members.json,data/twitter_followers.json
85.0,0.5473564267158508,5856942.0,28569969.0,data/meetup_members.json,data/twitter_followers.json
86.0,0.5412489175796509,7905923.0,22129491.0,data/meetup_members.json,data/twitter_followers.json
87.0,0.5165921449661255,169056802.0,293483768.0,data/meetup_members.json,data/twitter_followers.json
88.0,0.5112956762313843,14283231.0,122037860.0,data/meetup_members.json,data/twitter_followers.json
89.0,0.5038596391677856,109289402.0,885208519.0,data/meetup_members.json,data/twitter_followers.json
90.0,0.5027686357498169,5385162.0,12694362.0,data/meetup_members.json,data/twitter_followers.json
91.0,0.48237115144729614,94760522.0,81647843.0,data/meetup_members.json,data/twitter_followers.json
92.0,0.4652279317378998,37618442.0,220935325.0,data/meetup_members.json,data/twitter_followers.json
93.0,0.4641033411026001,97786042.0,2204469501.0,data/meetup_members.json,data/twitter_followers.json
94.0,0.45594725012779236,104671612.0,54172809.0,data/meetup_members.json,data/twitter_followers.json
95.0,0.44110628962516785,128929582.0,158267577.0,data/meetup_members.json,data/twitter_followers.json
96.0,0.4400555491447449,127507222.0,18797945.0,data/meetup_members.json,data/twitter_followers.json
97.0,0.4334273636341095,177706932.0,114863821.0,data/meetup_members.json,data/twitter_followers.json
98.0,0.4244576394557953,176950152.0,409323222.0,data/meetup_members.json,data/twitter_followers.json
99.0,0.4179583191871643,75821612.0,21582543.0,data/meetup_members.json,data/twitter_followers.json
100.0,0.41784194111824036,34666092.0,395484659.0,data/meetup_members.json,data/twitter_followers.json
101.0,0.4167429804801941,97741952.0,2193035915.0,data/meetup_members.json,data/twitter_followers.json
102.0,0.400539755821228,165957472.0,15123856.0,data/meetup_members.json,data/twitter_followers.json
103.0,0.3938763439655304,9253061.0,2214285223.0,data/meetup_members.json,data/twitter_followers.json
104.0,0.366665780544281,144088252.0,195074570.0,data/meetup_members.json,data/twitter_followers.json
105.0,0.35567787289619446,149956472.0,870087343.0,data/meetup_members.json,data/twitter_followers.json
106.0,0.3447805941104889,144343072.0,285029106.0,data/meetup_members.json,data/twitter_followers.json
107.0,0.3282025456428528,150854992.0,351629600.0,data/meetup_members.json,data/twitter_followers.json
108.0,0.3250647485256195,173272282.0,1344430584.0,data/meetup_members.json,data/twitter_followers.json
109.0,0.318852037191391,144074112.0,47046874.0,data/meetup_members.json,data/twitter_followers.json
110.0,0.282678484916687,146393742.0,96602539.0,data/meetup_members.json,data/twitter_followers.json
111.0,0.27721118927001953,144447192.0,280560127.0,data/meetup_members.json,data/twitter_followers.json
112.0,0.2740163505077362,13759503.0,90410381.0,data/meetup_members.json,data/twitter_followers.json
113.0,0.27369603514671326,113770212.0,810551516.0,data/meetup_members.json,data/twitter_followers.json
114.0,0.27152782678604126,171395032.0,487696893.0,data/meetup_members.json,data/twitter_followers.json
115.0,0.2588813602924347,105221022.0,376709283.0,data/meetup_members.json,data/twitter_followers.json
116.0,0.24388614296913147,85927352.0,22639096.0,data/meetup_members.json,data/twitter_followers.json
117.0,0.23030667006969452,162521822.0,401277688.0,data/meetup_members.json,data/twitter_followers.json
118.0,0.22562244534492493,148274442.0,2248279334.0,data/meetup_members.json,data/twitter_followers.json
119.0,0.22385820746421814,174179152.0,386576356.0,data/meetup_members.json,data/twitter_followers.json
120.0,0.20253407955169678,87305972.0,91937125.0,data/meetup_members.json,data/twitter_followers.json
121.0,0.19918885827064514,66522152.0,1363780765.0,data/meetup_members.json,data/twitter_followers.json
122.0,0.18726371228694916,81270922.0,38636852.0,data/meetup_members.json,data/twitter_followers.json
123.0,0.18576942384243011,32824762.0,20847695.0,data/meetup_members.json,data/twitter_followers.json
124.0,0.1666068583726883,136759572.0,97185189.0,data/meetup_members.json,data/twitter_followers.json
125.0,0.16182811558246613,149932882.0,38670441.0,data/meetup_members.json,data/twitter_followers.json
126.0,0.15551060438156128,12829906.0,1001910961.0,data/meetup_members.json,data/twitter_followers.json
127.0,0.14739404618740082,144740782.0,16450004.0,data/meetup_members.json,data/twitter_followers.json
128.0,0.13432420790195465,180296172.0,581840371.0,data/meetup_members.json,data/twitter_followers.json
129.0,0.13169334828853607,141627532.0,191969274.0,data/meetup_members.json,data/twitter_followers.json
130.0,0.12504349648952484,134499532.0,87269681.0,data/meetup_members.json,data/twitter_followers.json
131.0,0.11966467648744583,148482652.0,1377178488.0,data/meetup_members.json,data/twitter_followers.json
132.0,0.1182439848780632,100754822.0,36371437.0,data/meetup_members.json,data/twitter_followers.json
133.0,0.11636343598365784,67284802.0,122169430.0,data/meetup_members.json,data/twitter_followers.json
134.0,0.10645127296447754,70275612.0,399493155.0,data/meetup_members.json,data/twitter_followers.json
135.0,0.10241082310676575,103837772.0,240991194.0,data/meetup_members.json,data/twitter_followers.json
136.0,0.09076793491840363,95188192.0,2849519394.0,data/meetup_members.json,data/twitter_followers.json
137.0,0.08955736458301544,97805912.0,937183970.0,data/meetup_members.json,data/twitter_followers.json
138.0,0.08037136495113373,95390362.0,281487045.0,data/meetup_members.json,data/twitter_followers.json
139.0,0.08037136495113373,99688472.0,2587197306.0,data/meetup_members.json,data/twitter_followers.json
140.0,0.07907329499721527,172100112.0,56070628.0,data/meetup_members.json,data/twitter_followers.json
141.0,0.07806266844272614,163660172.0,507726568.0,data/meetup_members.json,data/twitter_followers.json
142.0,0.07677647471427917,177556862.0,15585285.0,data/meetup_members.json,data/twitter_followers.json
143.0,0.07220841199159622,93694882.0,13512142.0,data/meetup_members.json,data/twitter_followers.json
144.0,0.07132785767316818,8300633.0,1249112263.0,data/meetup_members.json,data/twitter_followers.json
145.0,0.07091943919658661,105528102.0,21187977.0,data/meetup_members.json,data/twitter_followers.json
146.0,0.06482856720685959,72177942.0,14088382.0,data/meetup_members.json,data/twitter_followers.json
147.0,0.06201322376728058,140237862.0,94057199.0,data/meetup_members.json,data/twitter_followers.json
148.0,0.05731043219566345,156664182.0,375850601.0,data/meetup_members.json,data/twitter_followers.json
149.0,0.05726628750562668,177701392.0,255906125.0,data/meetup_members.json,data/twitter_followers.json
150.0,0.056212328374385834,121178212.0,399572036.0,data/meetup_members.json,data/twitter_followers.json
151.0,0.050275664776563644,158847532.0,477706983.0,data/meetup_members.json,data/twitter_followers.json
152.0,0.049453333020210266,17577031.0,2365454598.0,data/meetup_members.json,data/twitter_followers.json
153.0,0.04837491363286972,166912442.0,18212093.0,data/meetup_members.json,data/twitter_followers.json
154.0,0.04659222811460495,137106772.0,121347077.0,data/meetup_members.json,data/twitter_followers.json
155.0,0.04368703067302704,166525572.0,42584365.0,data/meetup_members.json,data/twitter_followers.json
156.0,0.042953357100486755,141455102.0,545877973.0,data/meetup_members.json,data/twitter_followers.json
157.0,0.04112521931529045,157655462.0,1291325028.0,data/meetup_members.json,data/twitter_followers.json
158.0,0.036969706416130066,141455042.0,1008554088.0,data/meetup_members.json,data/twitter_followers.json
159.0,0.03690742328763008,81714322.0,345265619.0,data/meetup_members.json,data/twitter_followers.json
160.0,0.03584443777799606,152155332.0,190321954.0,data/meetup_members.json,data/twitter_followers.json
161.0,0.03538169711828232,141766232.0,1712661409.0,data/meetup_members.json,data/twitter_followers.json
162.0,0.03485480323433876,46328962.0,2651365423.0,data/meetup_members.json,data/twitter_followers.json
163.0,0.03386775404214859,161511762.0,295640443.0,data/meetup_members.json,data/twitter_followers.json
164.0,0.03203992918133736,133947892.0,305717714.0,data/meetup_members.json,data/twitter_followers.json
165.0,0.03121834434568882,136781602.0,140119151.0,data/meetup_members.json,data/twitter_followers.json
166.0,0.030129030346870422,180837182.0,65842157.0,data/meetup_members.json,data/twitter_followers.json
167.0,0.029753249138593674,148581192.0,133414630.0,data/meetup_members.json,data/twitter_followers.json
168.0,0.029575573280453682,78380302.0,23943026.0,data/meetup_members.json,data/twitter_followers.json
169.0,0.029317863285541534,177684262.0,2591417401.0,data/meetup_members.json,data/twitter_followers.json
170.0,0.027517303824424744,153602822.0,174654753.0,data/meetup_members.json,data/twitter_followers.json
171.0,0.026820989325642586,156884912.0,788628.0,data/meetup_members.json,data/twitter_followers.json
172.0,0.02332957461476326,174273182.0,326114390.0,data/meetup_members.json,data/twitter_followers.json
173.0,0.022710053250193596,110813692.0,16419323.0,data/meetup_members.json,data/twitter_followers.json
174.0,0.022647563368082047,36226642.0,236080726.0,data/meetup_members.json,data/twitter_followers.json
175.0,0.02242150530219078,143382822.0,13049522.0,data/meetup_members.json,data/twitter_followers.json
176.0,0.02168845199048519,113531692.0,333427750.0,data/meetup_members.json,data/twitter_followers.json
177.0,0.02135024033486843,142769162.0,242962039.0,data/meetup_members.json,data/twitter_followers.json
178.0,0.021044032648205757,128598002.0,462264191.0,data/meetup_members.json,data/twitter_followers.json
179.0,0.020517315715551376,10137018.0,233491567.0,data/meetup_members.json,data/twitter_followers.json
180.0,0.01993964985013008,103795812.0,87970549.0,data/meetup_members.json,data/twitter_followers.json
181.0,0.019757425412535667,129657162.0,191033072.0,data/meetup_members.json,data/twitter_followers.json
182.0,0.019710253924131393,152289122.0,199205276.0,data/meetup_members.json,data/twitter_followers.json
183.0,0.019124487414956093,12923455.0,25051877.0,data/meetup_members.json,data/twitter_followers.json
184.0,0.018946489319205284,133433512.0,285499386.0,data/meetup_members.json,data/twitter_followers.json
185.0,0.018078604713082314,153660122.0,272048750.0,data/meetup_members.json,data/twitter_followers.json
186.0,0.01804771088063717,21184891.0,976588716.0,data/meetup_members.json,data/twitter_followers.json
187.0,0.017313506454229355,71301442.0,888903679.0,data/meetup_members.json,data/twitter_followers.json
188.0,0.017197472974658012,176951902.0,98681867.0,data/meetup_members.json,data/twitter_followers.json
189.0,0.01707635074853897,108897232.0,60361562.0,data/meetup_members.json,data/twitter_followers.json
190.0,0.016618940979242325,8965827.0,2485229282.0,data/meetup_members.json,data/twitter_followers.json
191.0,0.016093768179416656,126931192.0,486220433.0,data/meetup_members.json,data/twitter_followers.json
192.0,0.015785042196512222,12704387.0,88468323.0,data/meetup_members.json,data/twitter_followers.json
193.0,0.014988444745540619,173482882.0,45312339.0,data/meetup_members.json,data/twitter_followers.json
194.0,0.014525922015309334,174473162.0,16671923.0,data/meetup_members.json,data/twitter_followers.json
195.0,0.014454959891736507,9647541.0,17427748.0,data/meetup_members.json,data/twitter_followers.json
196.0,0.014423750340938568,141267762.0,237410813.0,data/meetup_members.json,data/twitter_followers.json
197.0,0.012485513463616371,82796292.0,258974912.0,data/meetup_members.json,data/twitter_followers.json
198.0,0.012393537908792496,88016622.0,1491737586.0,data/meetup_members.json,data/twitter_followers.json
199.0,0.012017035856842995,166106732.0,94530419.0,data/meetup_members.json,data/twitter_followers.json
200.0,0.011784623377025127,142995202.0,143077223.0,data/meetup_members.json,data/twitter_followers.json
201.0,0.011574115604162216,110632522.0,131200377.0,data/meetup_members.json,data/twitter_followers.json
202.0,0.011481920257210732,123340112.0,295567491.0,data/meetup_members.json,data/twitter_followers.json
203.0,0.010924403555691242,176147672.0,196586129.0,data/meetup_members.json,data/twitter_followers.json
204.0,0.010856286622583866,163050142.0,24908823.0,data/meetup_members.json,data/twitter_followers.json
205.0,0.010799509473145008,110181472.0,17313824.0,data/meetup_members.json,data/twitter_followers.json
206.0,0.01062051858752966,6315799.0,799712594.0,data/meetup_members.json,data/twitter_followers.json
207.0,0.010459864512085915,134351732.0,3893631.0,data/meetup_members.json,data/twitter_followers.json
208.0,0.010328986681997776,156479892.0,9070372.0,data/meetup_members.json,data/twitter_followers.json
209.0,0.010295203886926174,176498882.0,315188516.0,data/meetup_members.json,data/twitter_followers.json
210.0,0.010173555463552475,139848532.0,868637460.0,data/meetup_members.json,data/twitter_followers.json
211.0,0.009609617292881012,170343852.0,114213906.0,data/meetup_members.json,data/twitter_followers.json
212.0,0.00891033187508583,137528972.0,172105933.0,data/meetup_members.json,data/twitter_followers.json
213.0,0.008711223490536213,128504352.0,2848131616.0,data/meetup_members.json,data/twitter_followers.json
214.0,0.008339053019881248,80483222.0,81326030.0,data/meetup_members.json,data/twitter_followers.json
215.0,0.008155026473104954,152321892.0,307428389.0,data/meetup_members.json,data/twitter_followers.json
216.0,0.008052660152316093,8680400.0,2714490743.0,data/meetup_members.json,data/twitter_followers.json
217.0,0.006963676307350397,148309202.0,1637972918.0,data/meetup_members.json,data/twitter_followers.json
218.0,0.006917444057762623,147159292.0,4334581.0,data/meetup_members.json,data/twitter_followers.json
219.0,0.006800420582294464,44418712.0,73198210.0,data/meetup_members.json,data/twitter_followers.json
220.0,0.006762939039617777,178293902.0,1389810517.0,data/meetup_members.json,data/twitter_followers.json
221.0,0.006334787700325251,33225402.0,334357232.0,data/meetup_members.json,data/twitter_followers.json
222.0,0.006274377927184105,90076362.0,93311610.0,data/meetup_members.json,data/twitter_followers.json
223.0,0.006022556684911251,144468852.0,80671509.0,data/meetup_members.json,data/twitter_followers.json
224.0,0.0060018147341907024,32761262.0,86282892.0,data/meetup_members.json,data/twitter_followers.json
225.0,0.005735896062105894,171837032.0,1103738982.0,data/meetup_members.json,data/twitter_followers.json
226.0,0.004412731155753136,150765482.0,2401887103.0,data/meetup_members.json,data/twitter_followers.json
227.0,0.0037336295936256647,117740202.0,12160482.0,data/meetup_members.json,data/twitter_followers.json
228.0,0.003575360868126154,13783380.0,34127592.0,data/meetup_members.json,data/twitter_followers.json
229.0,0.003526804968714714,112776452.0,88962039.0,data/meetup_members.json,data/twitter_followers.json
230.0,0.003446052549406886,94461382.0,497890014.0,data/meetup_members.json,data/twitter_followers.json
231.0,0.0034151896834373474,82295492.0,158813255.0,data/meetup_members.json,data/twitter_followers.json
232.0,0.003262959886342287,9489021.0,20905788.0,data/meetup_members.json,data/twitter_followers.json
233.0,0.003240397199988365,160529792.0,2731688636.0,data/meetup_members.json,data/twitter_followers.json
234.0,0.0031008748337626457,69067042.0,338413080.0,data/meetup_members.json,data/twitter_followers.json
235.0,0.0029952952172607183,128076602.0,952271.0,data/meetup_members.json,data/twitter_followers.json
236.0,0.0025886825751513243,122538372.0,269874719.0,data/meetup_members.json,data/twitter_followers.json
237.0,0.002358389552682638,147998142.0,361875312.0,data/meetup_members.json,data/twitter_followers.json
238.0,0.0021170806139707565,152890942.0,234337798.0,data/meetup_members.json,data/twitter_followers.json
239.0,0.0015867148758843541,158840292.0,60014176.0,data/meetup_members.json,data/twitter_followers.json
240.0,0.001507889828644693,57792562.0,902464315.0,data/meetup_members.json,data/twitter_followers.json
241.0,0.0014888374134898186,34313412.0,38844776.0,data/meetup_members.json,data/twitter_followers.json
242.0,0.0013935454189777374,55138782.0,1484798838.0,data/meetup_members.json,data/twitter_followers.json
243.0,0.0013159773079678416,131727972.0,714337530.0,data/meetup_members.json,data/twitter_followers.json
244.0,0.001106050331145525,66519762.0,117553058.0,data/meetup_members.json,data/twitter_followers.json
245.0,0.0008570860372856259,13584829.0,493939197.0,data/meetup_members.json,data/twitter_followers.json
246.0,0.0008395844488404691,110536052.0,74999100.0,data/meetup_members.json,data/twitter_followers.json
247.0,0.0007519988575950265,128088512.0,304914777.0,data/meetup_members.json,data/twitter_followers.json
248.0,0.0005836112541146576,21865691.0,89662057.0,data/meetup_members.json,data/twitter_followers.json
249.0,0.0005480305990204215,59693202.0,299141380.0,data/meetup_members.json,data/twitter_followers.json
250.0,0.0004767134669236839,14854551.0,333061535.0,data/meetup_members.json,data/twitter_followers.json
251.0,0.00035775703145191073,142393952.0,14141553.0,data/meetup_members.json,data/twitter_followers.json
252.0,0.00023271780810318887,163658442.0,22351059.0,data/meetup_members.json,data/twitter_followers.json
253.0,3.993531936430372e-05,166459632.0,17135350.0,data/meetup_members.json,data/twitter_followers.json
254.0,3.9556693081976846e-05,9700086.0,446389218.0,data/meetup_members.json,data/twitter_followers.json
255.0,,126624092.0,,data/meetup_members.json,
256.0,,3459078.0,,data/meetup_members.json,
257.0,,13291219.0,,data/meetup_members.json,
258.0,,152297832.0,,data/meetup_members.json,
259.0,,140817262.0,,data/meetup_members.json,
260.0,,174107872.0,,data/meetup_members.json,
261.0,,138751022.0,,data/meetup_members.json,
262.0,,148277582.0,,data/meetup_members.json,
263.0,,149754542.0,,data/meetup_members.json,
264.0,,137236372.0,,data/meetup_members.json,
265.0,,135602062.0,,data/meetup_members.json,
266.0,,152139252.0,,data/meetup_members.json,
267.0,,81450612.0,,data/meetup_members.json,
268.0,,29229652.0,,data/meetup_members.json,
269.0,,156998612.0,,data/meetup_members.json,
270.0,,4958802.0,,data/meetup_members.json,
271.0,,146924862.0,,data/meetup_members.json,
272.0,,137803972.0,,data/meetup_members.json,
273.0,,146651962.0,,data/meetup_members.json,
274.0,,99643772.0,,data/meetup_members.json,
275.0,,70158962.0,,data/meetup_members.json,
276.0,,177717172.0,,data/meetup_members.json,
277.0,,144761282.0,,data/meetup_members.json,
278.0,,140398572.0,,data/meetup_members.json,
279.0,,127102952.0,,data/meetup_members.json,
280.0,,95215582.0,,data/meetup_members.json,
281.0,,177241932.0,,data/meetup_members.json,
282.0,,157314532.0,,data/meetup_members.json,
283.0,,173499752.0,,data/meetup_members.json,
284.0,,179094772.0,,data/meetup_members.json,
285.0,,171857082.0,,data/meetup_members.json,
286.0,,145828082.0,,data/meetup_members.json,
287.0,,60197672.0,,data/meetup_members.json,
288.0,,124550912.0,,data/meetup_members.json,
289.0,,166139952.0,,data/meetup_members.json,
290.0,,177192602.0,,data/meetup_members.json,
291.0,,124663862.0,,data/meetup_members.json,
292.0,,115052642.0,,data/meetup_members.json,
293.0,,79613622.0,,data/meetup_members.json,
294.0,,133770902.0,,data/meetup_members.json,
295.0,,106425012.0,,data/meetup_members.json,
296.0,,12353287.0,,data/meetup_members.json,
297.0,,175664402.0,,data/meetup_members.json,
298.0,,9593252.0,,data/meetup_members.json,
299.0,,56975472.0,,data/meetup_members.json,
300.0,,177700222.0,,data/meetup_members.json,
301.0,,173303592.0,,data/meetup_members.json,
302.0,,10500367.0,,data/meetup_members.json,
303.0,,152116992.0,,data/meetup_members.json,
304.0,,144869952.0,,data/meetup_members.json,
305.0,,156291442.0,,data/meetup_members.json,
306.0,,144443702.0,,data/meetup_members.json,
307.0,,147880522.0,,data/meetup_members.json,
308.0,,148970392.0,,data/meetup_members.json,
309.0,,179322282.0,,data/meetup_members.json,
310.0,,147419502.0,,data/meetup_members.json,
311.0,,165031792.0,,data/meetup_members.json,
312.0,,137080552.0,,data/meetup_members.json,
313.0,,115729052.0,,data/meetup_members.json,
314.0,,176917692.0,,data/meetup_members.json,
315.0,,177706232.0,,data/meetup_members.json,
316.0,,13476993.0,,data/meetup_members.json,
317.0,,81578152.0,,data/meetup_members.json,
318.0,,39056532.0,,data/meetup_members.json,
319.0,,81722912.0,,data/meetup_members.json,
320.0,,180749312.0,,data/meetup_members.json,
321.0,,151482412.0,,data/meetup_members.json,
322.0,,8425402.0,,data/meetup_members.json,
323.0,,13789296.0,,data/meetup_members.json,
324.0,,122970512.0,,data/meetup_members.json,
325.0,,145653392.0,,data/meetup_members.json,
326.0,,88587852.0,,data/meetup_members.json,
327.0,,157785492.0,,data/meetup_members.json,
328.0,,13574158.0,,data/meetup_members.json,
329.0,,165378862.0,,data/meetup_members.json,
330.0,,177375982.0,,data/meetup_members.json,
331.0,,83309282.0,,data/meetup_members.json,
332.0,,6168062.0,,data/meetup_members.json,
333.0,,170571492.0,,data/meetup_members.json,
334.0,,137080782.0,,data/meetup_members.json,
335.0,,97285512.0,,data/meetup_members.json,
336.0,,158206812.0,,data/meetup_members.json,
337.0,,177687122.0,,data/meetup_members.json,
338.0,,170199122.0,,data/meetup_members.json,
339.0,,55042992.0,,data/meetup_members.json,
340.0,,55249182.0,,data/meetup_members.json,
341.0,,176063262.0,,data/meetup_members.json,
342.0,,166110882.0,,data/meetup_members.json,
343.0,,144082652.0,,data/meetup_members.json,
344.0,,152285222.0,,data/meetup_members.json,
345.0,,180444862.0,,data/meetup_members.json,
346.0,,155059462.0,,data/meetup_members.json,
347.0,,173646662.0,,data/meetup_members.json,
